latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
62.75,168.611,351,1.1,1,2019-07-16,00:35,T,67,6.0NRT,292.1,61.2,D
62.752,168.544,364.3,1.1,1,2019-07-16,00:35,T,81,6.0NRT,294.2,96.1,D
62.745,168.583,364.4,1.1,1,2019-07-16,00:35,T,100,6.0NRT,294.9,97,D
62.742,168.603,336.3,1.1,1,2019-07-16,00:35,T,59,6.0NRT,290.7,28.9,D
62.772,168.378,376.6,1.1,1,2019-07-16,00:35,T,100,6.0NRT,291.4,149.2,D
62.769,168.398,435.4,1.1,1,2019-07-16,00:35,T,94,6.0NRT,304,590.8,D
62.765,168.418,361.4,1.1,1,2019-07-16,00:35,T,87,6.0NRT,286,88.5,D
62.754,168.477,344.7,1.1,1,2019-07-16,00:35,T,66,6.0NRT,284.2,41.1,D
62.729,168.615,354.5,1.1,1,2019-07-16,00:35,T,97,6.0NRT,291.7,69.3,D
62.767,168.351,338.4,1.1,1,2019-07-16,00:35,T,50,6.0NRT,287.7,38.9,D
62.763,168.371,396,1.1,1,2019-07-16,00:35,T,100,6.0NRT,295.4,246,D
62.76,168.391,365.3,1.1,1,2019-07-16,00:35,T,72,6.0NRT,288.1,102.3,D
62.749,168.45,339.3,1.1,1,2019-07-16,00:35,T,74,6.0NRT,280.1,31.7,D
63.931,168.366,335.3,1,1,2019-07-16,00:35,T,58,6.0NRT,290.6,29.9,D
63.927,168.386,328.4,1,1,2019-07-16,00:35,T,55,6.0NRT,289.6,21.1,D
63.866,168.349,349,1,1,2019-07-16,00:35,T,95,6.0NRT,292.9,58.2,D
62.842,172.626,313.3,1.3,1.1,2019-07-16,00:35,T,53,6.0NRT,292.1,12.4,D
62.837,172.65,319.3,1.3,1.1,2019-07-16,00:35,T,77,6.0NRT,293.4,20.2,D
62.827,172.639,323.6,1.3,1.1,2019-07-16,00:35,T,81,6.0NRT,293.3,26.6,D
64.066,164.978,310.6,1,1,2019-07-16,00:35,T,50,6.0NRT,281.3,9.5,D
62.984,170.085,317.4,1.1,1.1,2019-07-16,00:35,T,69,6.0NRT,293.7,14.7,D
62.975,170.076,363.4,1.1,1.1,2019-07-16,00:35,T,94,6.0NRT,298.7,111.6,D
62.971,170.097,345.4,1.1,1.1,2019-07-16,00:35,T,88,6.0NRT,292.1,59.7,D
63.31,166.059,312.2,1,1,2019-07-16,00:35,T,50,6.0NRT,282.6,10.2,D
62.757,168.571,362.4,1.1,1,2019-07-16,00:35,T,75,6.0NRT,298.5,92.9,D
62.754,168.591,360.9,1.1,1,2019-07-16,00:35,T,86,6.0NRT,297.4,88.5,D
62.767,168.465,347.6,1.1,1,2019-07-16,00:35,T,62,6.0NRT,290.1,50.4,D
62.746,168.47,351.8,1.1,1,2019-07-16,00:35,T,84,6.0NRT,284.5,56.7,D
62.758,168.344,357.3,1.1,1,2019-07-16,00:35,T,57,6.0NRT,287.7,80.4,D
62.715,168.581,333.4,1.1,1,2019-07-16,00:35,T,75,6.0NRT,290.4,26.3,D
62.703,168.593,337.1,1.1,1,2019-07-16,00:35,T,67,6.0NRT,291.3,34,D
62.731,168.291,343.4,1.1,1,2019-07-16,00:35,T,87,6.0NRT,283.6,47.9,D
62.68,168.52,367.4,1.1,1,2019-07-16,00:35,T,100,6.0NRT,295.2,111.8,D
62.676,168.54,355.6,1.1,1,2019-07-16,00:35,T,98,6.0NRT,288.5,75.2,D
62.674,168.493,360.7,1.1,1,2019-07-16,00:35,T,100,6.0NRT,294.7,88.8,D
62.671,168.513,375.8,1.1,1,2019-07-16,00:35,T,100,6.0NRT,297.5,143.5,D
62.667,168.533,332.5,1.1,1,2019-07-16,00:35,T,61,6.0NRT,290.4,26.9,D
62.575,166.796,337.3,1,1,2019-07-16,00:35,T,77,6.0NRT,293.6,36,D
61.946,165.674,328,1,1,2019-07-16,00:35,T,49,6.0NRT,298.6,22.2,D
61.943,165.692,326.3,1,1,2019-07-16,00:35,T,76,6.0NRT,294.3,20.6,D
61.94,165.649,338.9,1,1,2019-07-16,00:35,T,86,6.0NRT,297.9,37.1,D
63.547,171.687,345.7,1.2,1.1,2019-07-16,00:35,T,82,6.0NRT,301.7,57.2,D
56.63,161.325,330.3,1,1,2019-07-16,00:35,T,65,6.0NRT,294,25.4,D
56.632,161.309,341.1,1,1,2019-07-16,00:35,T,87,6.0NRT,297.5,42.3,D
61.931,165.643,328.9,1,1,2019-07-16,00:35,T,85,6.0NRT,292.4,21.9,D
61.937,165.667,337.3,1,1,2019-07-16,00:35,T,90,6.0NRT,296.4,35,D
63.62,176.279,313.8,1.6,1.2,2019-07-16,00:35,T,67,6.0NRT,294,17.1,D
64.23,174.818,344.9,1.4,1.2,2019-07-16,00:35,T,93,6.0NRT,295.2,76.6,D
64.236,174.793,310.4,1.4,1.2,2019-07-16,00:35,T,65,6.0NRT,294.9,8.9,D
