latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
65.484,170.844,320.2,1.7,1.3,2019-07-15,00:05,A,76,6.0NRT,295.2,26.8,D
66.59,163.638,313.9,2.3,1.5,2019-07-15,00:05,A,38,6.0NRT,296,23.7,D
65.586,160.694,312.7,3,1.7,2019-07-15,00:05,A,68,6.0NRT,292.8,34.6,D
66.597,163.62,317.8,2.3,1.5,2019-07-15,00:05,A,75,6.0NRT,296.1,38.9,D
65.538,159.463,316,3.3,1.7,2019-07-15,00:05,A,60,6.0NRT,292.7,46.6,D
65.546,159.437,316.7,3.3,1.7,2019-07-15,00:05,A,75,6.0NRT,293,54.2,D
67.081,162.367,308.6,2.3,1.5,2019-07-15,00:05,A,50,6.0NRT,275.4,30.6,D
67.091,162.345,307.8,2.3,1.5,2019-07-15,00:05,A,41,6.0NRT,278.9,29.4,D
64.276,164.252,323.8,2.9,1.6,2019-07-15,00:05,A,79,6.0NRT,294.8,75.8,D
64.637,165.345,311.2,2.6,1.5,2019-07-15,00:05,A,54,6.0NRT,296.2,20.9,D
64.259,164.207,331.6,2.9,1.6,2019-07-15,00:05,A,85,6.0NRT,293.7,121,D
64.276,164.257,323.8,2.9,1.6,2019-07-15,00:05,A,79,6.0NRT,295.2,75.6,D
64.632,165.355,310.2,2.6,1.5,2019-07-15,00:05,A,48,6.0NRT,295.9,18.2,D
65.269,168.113,313.8,2,1.4,2019-07-15,00:05,A,66,6.0NRT,298.8,17.5,D
64.306,165.024,315.1,2.7,1.6,2019-07-15,00:05,A,68,6.0NRT,295.1,39.5,D
64.965,167.18,312.9,2.2,1.4,2019-07-15,00:05,A,64,6.0NRT,298.1,19.8,D
64.978,167.221,328,2.2,1.4,2019-07-15,00:05,A,83,6.0NRT,298.9,66.7,D
64.316,165.013,311.6,2.7,1.6,2019-07-15,00:05,A,60,6.0NRT,294.5,27.1,D
64.104,168.339,327.6,2.3,1.5,2019-07-15,00:05,A,68,6.0NRT,294.5,69.6,D
65.5,173.729,356.8,1.4,1.2,2019-07-15,00:05,A,98,6.0NRT,299.6,122.2,D
65.506,173.756,356.8,1.4,1.2,2019-07-15,00:05,A,98,6.0NRT,302.7,121.6,D
65.512,173.783,399.9,1.4,1.2,2019-07-15,00:05,A,100,6.0NRT,306.8,407,D
64.07,168.278,319.1,2.3,1.5,2019-07-15,00:05,A,43,6.0NRT,294.3,36.7,D
65.491,173.742,339.1,1.4,1.2,2019-07-15,00:05,A,90,6.0NRT,297.1,62.6,D
65.497,173.769,365.3,1.4,1.2,2019-07-15,00:05,A,100,6.0NRT,302.2,159.4,D
65.503,173.796,371.7,1.4,1.2,2019-07-15,00:05,A,100,6.0NRT,302.7,192.6,D
65.509,173.823,345.9,1.4,1.2,2019-07-15,00:05,A,94,6.0NRT,297.4,79.1,D
65.515,173.85,327.8,1.4,1.2,2019-07-15,00:05,A,83,6.0NRT,296.5,36.3,D
65.521,173.876,323.5,1.4,1.2,2019-07-15,00:05,A,80,6.0NRT,295.2,28.8,D
62.648,168.413,324.7,2.6,1.6,2019-07-15,00:05,A,67,6.0NRT,293.1,72.4,D
63.518,171.641,326,1.9,1.4,2019-07-15,00:05,A,44,6.0NRT,298.5,39.9,D
63.527,171.675,361.8,1.9,1.4,2019-07-15,00:05,A,100,6.0NRT,299.3,218.5,D
63.525,171.638,326.3,1.9,1.4,2019-07-15,00:05,A,37,6.0NRT,294.6,42.9,D
63.534,171.672,320.4,1.9,1.4,2019-07-15,00:05,A,50,6.0NRT,295,31.2,D
63.515,171.653,338.1,1.9,1.4,2019-07-15,00:05,A,82,6.0NRT,300.4,82.8,D
63.524,171.687,370.9,1.9,1.4,2019-07-15,00:05,A,100,6.0NRT,300.2,290.5,D
63.478,171.566,331.9,1.9,1.4,2019-07-15,00:05,A,59,6.0NRT,299.6,60.7,D
64.298,174.874,320,1.4,1.2,2019-07-15,00:05,A,76,6.0NRT,293.8,23.1,D
64.305,174.9,313.4,1.4,1.2,2019-07-15,00:05,A,57,6.0NRT,295.6,13.2,D
63.493,171.73,346.6,1.9,1.4,2019-07-15,00:05,A,94,6.0NRT,297.5,123.6,D
63.474,171.712,319.7,1.9,1.4,2019-07-15,00:05,A,58,6.0NRT,299.1,27.9,D
63.483,171.746,341.7,1.9,1.4,2019-07-15,00:05,A,92,6.0NRT,298,103,D
64.245,174.803,311.3,1.5,1.2,2019-07-15,00:05,A,29,6.0NRT,296.3,9.5,D
61.972,166.762,311.1,3.2,1.7,2019-07-15,00:05,A,54,6.0NRT,288.2,46.3,D
63.455,171.697,326.9,1.9,1.4,2019-07-15,00:05,A,83,6.0NRT,297.1,48.5,D
63.464,171.727,319.3,1.9,1.4,2019-07-15,00:05,A,64,6.0NRT,296.7,27.4,D
64.236,174.815,319.1,1.5,1.2,2019-07-15,00:05,A,75,6.0NRT,296,22.1,D
61.909,166.63,315,3.2,1.7,2019-07-15,00:05,A,45,6.0NRT,290.6,56.6,D
61.926,166.681,331.1,3.2,1.7,2019-07-15,00:05,A,86,6.0NRT,291,145.4,D
63.452,171.703,317.6,1.9,1.4,2019-07-15,00:05,A,40,6.0NRT,296.4,23.4,D
61.974,166.761,308.2,3.2,1.7,2019-07-15,00:05,A,34,6.0NRT,287.9,35.5,D
61.928,166.679,330.4,3.2,1.7,2019-07-15,00:05,A,47,6.0NRT,290.4,133.5,D
61.904,166.718,320.2,3.2,1.7,2019-07-15,00:05,A,52,6.0NRT,291.4,79.6,D
61.92,166.768,321.2,3.2,1.7,2019-07-15,00:05,A,78,6.0NRT,290.5,85.2,D
61.937,166.818,313.5,3.2,1.7,2019-07-15,00:05,A,43,6.0NRT,289.9,49,D
63.42,173.216,309.1,1.7,1.3,2019-07-15,00:05,A,60,6.0NRT,294.5,11.8,D
63.424,173.214,308.2,1.7,1.3,2019-07-15,00:05,A,57,6.0NRT,293.9,9.6,D
62.835,172.644,307.5,1.9,1.4,2019-07-15,00:05,A,54,6.0NRT,293.6,12,D
64.26,164.203,327.6,2.9,1.6,2019-07-15,00:05,A,82,6.0NRT,293.3,96.3,D
64.309,162.287,312.1,3.2,1.7,2019-07-15,00:05,A,49,6.0NRT,297,28.5,D
63.989,168.058,318.9,2.3,1.5,2019-07-15,00:05,A,53,6.0NRT,294,39.6,D
64.001,168.098,321.3,2.3,1.5,2019-07-15,00:05,A,63,6.0NRT,295.2,47.1,D
65.488,173.781,343.8,1.4,1.2,2019-07-15,00:05,A,93,6.0NRT,298.7,75.9,D
65.494,173.808,361.1,1.4,1.2,2019-07-15,00:05,A,100,6.0NRT,301.9,139.6,D
65.5,173.835,345.9,1.4,1.2,2019-07-15,00:05,A,94,6.0NRT,297.9,80,D
63.908,167.949,312.6,2.4,1.5,2019-07-15,00:05,A,43,6.0NRT,294.3,20.1,D
63.92,167.99,314.1,2.4,1.5,2019-07-15,00:05,A,46,6.0NRT,295.9,21.9,D
64.038,168.384,321.3,2.3,1.5,2019-07-15,00:05,A,77,6.0NRT,294.1,47.9,D
63.901,167.962,313.5,2.4,1.5,2019-07-15,00:05,A,33,6.0NRT,295.9,19.3,D
63.894,168.321,319.1,2.3,1.5,2019-07-15,00:05,A,21,6.0NRT,293.7,33,D
63.872,168.298,319.8,2.3,1.5,2019-07-15,00:05,A,41,6.0NRT,294.8,35.7,D
63.86,168.315,334.8,2.3,1.5,2019-07-15,00:05,A,68,6.0NRT,296.6,91.9,D
63.872,168.354,331,2.3,1.5,2019-07-15,00:05,A,53,6.0NRT,296.1,72.5,D
63.864,168.318,346.7,2.3,1.5,2019-07-15,00:05,A,82,6.0NRT,296.2,167.1,D
63.876,168.357,330.5,2.3,1.5,2019-07-15,00:05,A,63,6.0NRT,295.5,74.8,D
65.257,173.889,309.3,1.4,1.2,2019-07-15,00:05,A,58,6.0NRT,295.3,8.2,D
65.263,173.916,335.5,1.4,1.2,2019-07-15,00:05,A,88,6.0NRT,297.2,54.2,D
65.024,173.232,413.9,1.5,1.2,2019-07-15,00:05,A,100,6.0NRT,307.5,620.1,D
65.031,173.259,410.9,1.5,1.2,2019-07-15,00:05,A,100,6.0NRT,303.1,576.5,D
65.014,173.244,336.7,1.5,1.2,2019-07-15,00:05,A,86,6.0NRT,300.8,52.3,D
65.021,173.273,354.5,1.5,1.2,2019-07-15,00:05,A,97,6.0NRT,301.2,115.1,D
65.011,173.285,322.2,1.5,1.2,2019-07-15,00:05,A,46,6.0NRT,300.6,19.1,D
64.975,173.184,342.5,1.5,1.2,2019-07-15,00:05,A,87,6.0NRT,299.1,70.8,D
64.982,173.213,333.8,1.5,1.2,2019-07-15,00:05,A,62,6.0NRT,300.5,41.9,D
64.973,173.194,345.9,1.5,1.2,2019-07-15,00:05,A,94,6.0NRT,300.1,82.8,D
64.964,173.207,331,1.5,1.2,2019-07-15,00:05,A,59,6.0NRT,299.5,39.3,D
64.954,173.219,334.8,1.5,1.2,2019-07-15,00:05,A,85,6.0NRT,298.8,50.6,D
63.24,168.048,315.8,2.5,1.5,2019-07-15,00:05,A,44,6.0NRT,292,39,D
62.581,166.819,328.7,3,1.6,2019-07-15,00:05,A,56,6.0NRT,290.6,109.2,D
61.956,165.675,317.8,3.4,1.7,2019-07-15,00:05,A,74,6.0NRT,290.4,74.5,D
61.923,165.638,312.6,3.4,1.7,2019-07-15,00:05,A,48,6.0NRT,290.9,48.7,D
61.928,165.638,316.6,3.4,1.7,2019-07-15,00:05,A,39,6.0NRT,291.6,64.6,D
62.708,168.257,320.1,2.6,1.6,2019-07-15,00:05,A,77,6.0NRT,293.5,54.8,D
62.722,168.3,341.1,2.6,1.6,2019-07-15,00:05,A,86,6.0NRT,292.7,167.7,D
62.71,168.318,343.1,2.6,1.6,2019-07-15,00:05,A,92,6.0NRT,294.2,176.3,D
62.698,168.335,337.5,2.6,1.6,2019-07-15,00:05,A,66,6.0NRT,294.5,131.4,D
