latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
67.185,152.493,320.1,2.1,1.4,2019-06-14,00:35,T,79,6.0NRT,291.3,41.5,D
67.174,152.441,421.5,2.1,1.4,2019-06-14,00:35,T,94,6.0NRT,308.2,1202.6,D
67.189,152.395,365.7,2.1,1.4,2019-06-14,00:35,T,87,6.0NRT,296.3,297.1,D
65.143,150.528,307.9,2.3,1.5,2019-06-14,00:35,T,47,6.0NRT,296.2,17.3,D
65.145,150.478,316.8,2.3,1.5,2019-06-14,00:35,T,72,6.0NRT,295.8,41.3,D
67.163,152.431,349,2.1,1.4,2019-06-14,00:35,T,90,6.0NRT,299.8,162.9,D
67.173,152.484,342.4,2.1,1.4,2019-06-14,00:35,T,93,6.0NRT,296.6,123.3,D
67.175,152.435,429.8,2.1,1.4,2019-06-14,00:35,T,94,6.0NRT,310.8,1427.9,D
67.178,152.386,412.9,2.1,1.4,2019-06-14,00:35,T,87,6.0NRT,305.5,1003.9,D
67.186,152.488,322.5,2.1,1.4,2019-06-14,00:35,T,81,6.0NRT,292,47.8,D
67.188,152.439,375.3,2.1,1.4,2019-06-14,00:35,T,100,6.0NRT,302.3,392.8,D
67.172,152.489,326.7,2.1,1.4,2019-06-14,00:35,T,71,6.0NRT,295.3,57.6,D
67.19,152.39,341.5,2.1,1.4,2019-06-14,00:35,T,92,6.0NRT,294.3,123.9,D
67.187,152.444,390.2,2.1,1.4,2019-06-14,00:35,T,94,6.0NRT,303.2,587,D
16.336,145.691,310.8,1.1,1,2019-06-14,00:45,T,43,6.0NRT,299.8,6.4,D
67.184,152.386,335.2,2.2,1.4,2019-06-14,00:50,A,84,6.0NRT,292.6,106.1,D
67.195,152.425,323.4,2.2,1.4,2019-06-14,00:50,A,82,6.0NRT,295.5,55.9,D
67.183,152.386,322.2,2.2,1.4,2019-06-14,00:50,A,71,6.0NRT,294,51.9,D
66.518,147.343,307.6,3.1,1.7,2019-06-14,00:50,A,57,6.0NRT,293.6,32.8,D
66.516,147.338,308.3,3.1,1.7,2019-06-14,00:50,A,32,6.0NRT,293.7,32.5,D
67.186,152.446,388.7,2.2,1.4,2019-06-14,00:50,A,100,6.0NRT,303.4,582.2,D
67.164,152.428,371.9,2.2,1.4,2019-06-14,00:50,A,100,6.0NRT,302.3,367.4,D
68.096,150.02,311.6,2.2,1.4,2019-06-14,00:50,A,0,6.0NRT,295.1,24.5,D
67.176,152.467,325.2,2.2,1.4,2019-06-14,00:50,A,58,6.0NRT,297.9,56.4,D
67.141,152.409,315.6,2.2,1.4,2019-06-14,00:50,A,57,6.0NRT,295.7,35,D
67.152,152.388,349.9,2.2,1.4,2019-06-14,00:50,A,73,6.0NRT,298.5,183.9,D
67.154,152.449,326.4,2.2,1.4,2019-06-14,00:50,A,80,6.0NRT,297.7,68.5,D
65.136,150.505,305.3,3.1,1.7,2019-06-14,00:50,A,47,6.0NRT,294.9,22.9,D
68.097,150.019,311.5,2.2,1.4,2019-06-14,00:50,A,54,6.0NRT,295.3,23.6,D
67.174,152.407,422.4,2.2,1.4,2019-06-14,00:50,A,94,6.0NRT,312.1,1280.7,D
67.196,152.425,317.5,2.2,1.4,2019-06-14,00:50,A,78,6.0NRT,294.8,41.4,D
67.162,152.367,355.8,2.2,1.4,2019-06-14,00:50,A,0,6.0NRT,298.2,226.4,D
67.181,152.382,356,1.2,1.1,2019-06-14,02:10,T,75,6.0NRT,305.6,93.3,D
67.186,152.357,387.6,1.2,1.1,2019-06-14,02:10,T,87,6.0NRT,304.9,247.8,D
67.18,152.386,351,1.2,1.1,2019-06-14,02:10,T,59,6.0NRT,304.7,74.2,D
67.186,152.361,400.1,1.2,1.1,2019-06-14,02:10,T,100,6.0NRT,305.9,340.3,D
67.643,135.99,339.9,1.3,1.1,2019-06-14,02:10,T,91,6.0NRT,297.9,51.3,D
67.059,131.815,315.1,1.6,1.2,2019-06-14,02:10,T,71,6.0NRT,291.1,20,D
67.061,131.778,310.6,1.6,1.2,2019-06-14,02:10,T,52,6.0NRT,291.9,13.8,D
67.473,133.127,308.3,1.5,1.2,2019-06-14,02:10,T,60,6.0NRT,292.9,11,D
65.137,150.489,317.9,1.3,1.1,2019-06-14,02:10,T,65,6.0NRT,296.3,17.6,D
65.17,150.498,316.5,1.3,1.1,2019-06-14,02:10,T,69,6.0NRT,291.1,17,D
67.443,135.817,320.5,1.3,1.1,2019-06-14,02:10,T,76,6.0NRT,296.2,20,D
67.637,136.049,316.8,1.3,1.1,2019-06-14,02:10,T,22,6.0NRT,297.4,12.5,D
68.097,150.024,319.9,1.1,1,2019-06-14,02:10,T,0,6.0NRT,298.3,14.2,D
67.203,152.386,323.1,1.2,1.1,2019-06-14,02:10,T,71,6.0NRT,293.3,23.3,D
67.198,152.412,397.9,1.2,1.1,2019-06-14,02:10,T,100,6.0NRT,303.9,324.6,D
67.192,152.437,371.7,1.2,1.1,2019-06-14,02:10,T,100,6.0NRT,299.9,158.2,D
67.186,152.463,324.7,1.3,1.1,2019-06-14,02:10,T,37,6.0NRT,297.4,22,D
67.194,152.374,396.1,1.2,1.1,2019-06-14,02:10,T,100,6.0NRT,304.7,309.4,D
67.189,152.399,418.6,1.2,1.1,2019-06-14,02:10,T,100,6.0NRT,312.3,518.2,D
67.183,152.424,343.3,1.2,1.1,2019-06-14,02:10,T,38,6.0NRT,301.6,50.9,D
67.178,152.45,344.2,1.3,1.1,2019-06-14,02:10,T,65,6.0NRT,301.5,56.1,D
67.647,136.056,330.4,1.3,1.1,2019-06-14,02:10,T,43,6.0NRT,296.4,31.4,D
67.67,135.82,326.6,1.3,1.1,2019-06-14,02:10,T,67,6.0NRT,294.7,29,D
67.645,136.062,336.4,1.3,1.1,2019-06-14,02:10,T,88,6.0NRT,296.3,43.7,D
67.668,135.825,326,1.3,1.1,2019-06-14,02:10,T,63,6.0NRT,294.2,26.2,D
67.67,135.796,322.8,1.3,1.1,2019-06-14,02:10,T,33,6.0NRT,293.2,21.4,D
67.69,135.584,318.2,1.3,1.1,2019-06-14,02:10,T,0,6.0NRT,290.3,21.3,D
67.652,136.097,318.9,1.3,1.1,2019-06-14,02:10,T,60,6.0NRT,293.7,16,D
67.822,136.06,324,1.3,1.1,2019-06-14,02:10,T,63,6.0NRT,294.8,23.1,D
66.796,146.295,315.2,1,1,2019-06-14,02:10,T,0,6.0NRT,266.8,17.4,D
67.127,145.442,336.8,1,1,2019-06-14,02:10,T,90,6.0NRT,298.8,36.1,D
67.131,145.42,313,1,1,2019-06-14,02:10,T,49,6.0NRT,297.2,7.6,D
67.333,145.5,342.7,1,1,2019-06-14,02:10,T,82,6.0NRT,286.7,42.8,D
67.337,145.478,334.4,1,1,2019-06-14,02:10,T,83,6.0NRT,280.6,29.2,D
69.237,134.29,307.1,1.5,1.2,2019-06-14,02:10,T,61,6.0NRT,290.4,11.4,D
67.167,152.395,344.9,1.2,1.1,2019-06-14,02:10,T,0,6.0NRT,302.3,59.6,D
59.377,132.438,329.8,1.2,1.1,2019-06-14,02:15,T,86,6.0NRT,291.3,30.8,D
59.379,132.417,318.4,1.2,1.1,2019-06-14,02:15,T,69,6.0NRT,287.5,15.6,D
59.387,132.441,356.2,1.2,1.1,2019-06-14,02:15,T,98,6.0NRT,299,90.8,D
59.389,132.421,376.7,1.2,1.1,2019-06-14,02:15,T,100,6.0NRT,298.5,172.4,D
59.399,132.424,331.1,1.2,1.1,2019-06-14,02:15,T,63,6.0NRT,295.5,31.1,D
59.388,132.612,329.7,1.2,1.1,2019-06-14,02:15,T,82,6.0NRT,298.4,28.6,D
59.39,132.591,321.8,1.2,1.1,2019-06-14,02:15,T,55,6.0NRT,295.8,17.1,D
59.393,132.571,319,1.2,1.1,2019-06-14,02:15,T,78,6.0NRT,295.9,15,D
59.395,132.551,314.9,1.2,1.1,2019-06-14,02:15,T,27,6.0NRT,297.4,9.5,D
59.418,132.432,325.7,1.2,1.1,2019-06-14,02:15,T,72,6.0NRT,297.4,23.8,D
59.42,132.412,347,1.2,1.1,2019-06-14,02:15,T,95,6.0NRT,297.6,67.2,D
59.422,132.391,313.1,1.2,1.1,2019-06-14,02:15,T,33,6.0NRT,292.8,11.4,D
59.436,132.467,315.5,1.2,1.1,2019-06-14,02:15,T,75,6.0NRT,296.9,10.8,D
59.438,132.447,336.5,1.2,1.1,2019-06-14,02:15,T,90,6.0NRT,295.5,42.2,D
59.472,132.417,321.4,1.2,1.1,2019-06-14,02:15,T,74,6.0NRT,296.5,18.8,D
59.479,132.442,316.8,1.2,1.1,2019-06-14,02:15,T,39,6.0NRT,295.2,11.8,D
59.481,132.421,326.2,1.2,1.1,2019-06-14,02:15,T,80,6.0NRT,295.8,25,D
59.464,132.67,323,1.2,1.1,2019-06-14,02:15,T,81,6.0NRT,297,19,D
59.475,132.568,319.4,1.2,1.1,2019-06-14,02:15,T,75,6.0NRT,298.8,15.2,D
61.207,128.076,304,1.7,1.3,2019-06-14,02:15,T,49,6.0NRT,292.1,13.8,D
33.612,116.485,336.5,3.5,1.8,2019-06-14,02:20,T,86,6.0NRT,301.7,157.6,D
13.292,123.493,316.3,1,1,2019-06-14,02:25,T,39,6.0NRT,298,8.1,D
16.514,121.186,317.4,1.1,1,2019-06-14,02:25,T,22,6.0NRT,299,8,D
14.829,120.287,313.8,1.1,1.1,2019-06-14,02:25,T,0,6.0NRT,290.7,7.2,D
14.827,120.297,310.8,1.1,1.1,2019-06-14,02:25,T,25,6.0NRT,287.7,4.8,D
14.484,120.895,312.9,1.1,1,2019-06-14,02:25,T,31,6.0NRT,290.2,7.3,D
14.482,120.905,312,1.1,1,2019-06-14,02:25,T,23,6.0NRT,290.3,6.5,D
12.536,121.066,320.3,1,1,2019-06-14,02:25,T,31,6.0NRT,297.2,9,D
55.72,160.18,303.6,1.2,1.1,2019-06-14,02:25,A,0,6.0NRT,290.5,4.9,D
59.376,132.44,317.1,3.9,1.8,2019-06-14,02:25,A,67,6.0NRT,289.9,92,D
59.38,132.425,323,3.9,1.8,2019-06-14,02:25,A,76,6.0NRT,290.3,132.8,D
65.136,150.488,325.3,1,1,2019-06-14,02:25,A,71,6.0NRT,292.7,20.7,D
65.161,150.531,322.5,1,1,2019-06-14,02:25,A,79,6.0NRT,294.4,16.8,D
65.158,150.51,337.4,1,1,2019-06-14,02:25,A,90,6.0NRT,296.7,36.3,D
65.167,150.504,330.9,1,1,2019-06-14,02:25,A,86,6.0NRT,293.6,26.9,D
65.164,150.483,317.8,1,1,2019-06-14,02:25,A,75,6.0NRT,295.8,12.6,D
65.161,150.462,308.6,1,1,2019-06-14,02:25,A,59,6.0NRT,296.5,6,D
65.37,142.672,313.9,1.1,1.1,2019-06-14,02:25,A,48,6.0NRT,288.1,12.5,D
65.405,142.688,323.2,1.1,1.1,2019-06-14,02:25,A,36,6.0NRT,285,21,D
66.48,147.631,316,1,1,2019-06-14,02:25,A,71,6.0NRT,283.1,13.1,D
67.152,152.467,342,1.1,1.1,2019-06-14,02:25,A,87,6.0NRT,298.5,49.9,D
67.149,152.442,350.5,1.1,1.1,2019-06-14,02:25,A,96,6.0NRT,300.1,70.6,D
67.146,152.417,320.5,1.1,1.1,2019-06-14,02:25,A,61,6.0NRT,297.9,16.1,D
67.171,152.454,332.1,1.1,1.1,2019-06-14,02:25,A,19,6.0NRT,300.7,27,D
67.168,152.428,330.2,1.1,1.1,2019-06-14,02:25,A,24,6.0NRT,300.3,21.6,D
67.162,152.377,343.9,1.1,1.1,2019-06-14,02:25,A,62,6.0NRT,300.4,51.6,D
67.179,152.415,325.9,1.1,1.1,2019-06-14,02:25,A,66,6.0NRT,299.8,22.6,D
