latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
65.545,170.476,334.8,1,1,2019-07-11,00:15,T,86,6.0NRT,308.2,28,D
63.876,168.506,346.3,1,1,2019-07-11,00:15,T,0,6.0NRT,303.6,45.1,D
63.903,168.307,330.5,1,1,2019-07-11,00:15,T,0,6.0NRT,301.8,21.5,D
63.906,168.287,324,1,1,2019-07-11,00:15,T,54,6.0NRT,303.3,12.9,D
63.911,168.247,326.7,1,1,2019-07-11,00:15,T,74,6.0NRT,300.8,13.5,D
63.93,168.106,342,1,1,2019-07-11,00:15,T,91,6.0NRT,301.9,38.7,D
63.873,168.526,323.5,1,1,2019-07-11,00:15,T,0,6.0NRT,301.4,11.4,D
63.922,168.1,350.3,1,1,2019-07-11,00:15,T,83,6.0NRT,302.5,53,D
63.919,168.12,341,1,1,2019-07-11,00:15,T,68,6.0NRT,304.9,32.8,D
63.911,168.181,329.8,1,1,2019-07-11,00:15,T,62,6.0NRT,302.6,17.1,D
63.905,168.221,336.7,1,1,2019-07-11,00:15,T,88,6.0NRT,299.9,28.1,D
63.894,168.301,325.3,1,1,2019-07-11,00:15,T,40,6.0NRT,302.4,14.4,D
63.901,168.108,323.3,1,1,2019-07-11,00:15,T,47,6.0NRT,298.5,13.1,D
63.896,168.148,350.5,1,1,2019-07-11,00:15,T,95,6.0NRT,300.4,55.7,D
63.882,168.249,347.2,1,1,2019-07-11,00:15,T,71,6.0NRT,303.9,50.9,D
63.893,168.102,327.1,1,1,2019-07-11,00:15,T,54,6.0NRT,296.7,17.5,D
63.876,168.223,357.5,1,1,2019-07-11,00:15,T,98,6.0NRT,302.3,74.7,D
63.874,168.243,336.7,1,1,2019-07-11,00:15,T,83,6.0NRT,302.4,32.3,D
63.892,168.036,314.6,1,1,2019-07-11,00:15,T,54,6.0NRT,297.4,7.5,D
63.229,168.124,314.3,1,1,2019-07-11,00:15,T,61,6.0NRT,300.4,6.2,D
63.22,168.118,331.9,1,1,2019-07-11,00:15,T,84,6.0NRT,300,25,D
63.217,168.137,314.4,1,1,2019-07-11,00:15,T,52,6.0NRT,300.1,5.9,D
63.104,165.377,361.4,1.1,1,2019-07-11,00:15,T,100,6.0NRT,304,92.8,D
63.102,165.398,360.3,1.1,1,2019-07-11,00:15,T,100,6.0NRT,308.2,88.2,D
63.099,165.419,341.8,1.1,1,2019-07-11,00:15,T,91,6.0NRT,306.6,41.6,D
63.09,165.414,330,1.1,1,2019-07-11,00:15,T,52,6.0NRT,305.4,21.1,D
62.724,168.153,337.8,1,1,2019-07-11,00:15,T,89,6.0NRT,300,32.6,D
62.721,168.172,364.1,1,1,2019-07-11,00:15,T,100,6.0NRT,305.4,91.2,D
62.718,168.191,321.4,1,1,2019-07-11,00:15,T,75,6.0NRT,303.2,11.9,D
62.71,168.117,325.4,1,1,2019-07-11,00:15,T,74,6.0NRT,301.3,14.9,D
62.701,168.111,324.2,1,1,2019-07-11,00:15,T,78,6.0NRT,302.1,14.2,D
62.667,168.151,320,1,1,2019-07-11,00:15,T,24,6.0NRT,300,8.8,D
62.659,168.145,329.8,1,1,2019-07-11,00:15,T,74,6.0NRT,300.4,19.4,D
62.65,168.139,342,1,1,2019-07-11,00:15,T,91,6.0NRT,300.7,37.2,D
62.641,168.133,353.7,1,1,2019-07-11,00:15,T,97,6.0NRT,300.9,63.1,D
62.641,167.94,319.8,1,1,2019-07-11,00:15,T,67,6.0NRT,299.1,10.8,D
62.638,167.959,330.2,1,1,2019-07-11,00:15,T,83,6.0NRT,302.8,22.8,D
62.622,168.072,324.7,1,1,2019-07-11,00:15,T,78,6.0NRT,300.6,16.1,D
62.632,167.934,311.8,1,1,2019-07-11,00:15,T,13,6.0NRT,299,4.3,D
62.576,166.611,339.8,1,1,2019-07-11,00:15,T,66,6.0NRT,303,35.1,D
62.571,166.65,348.2,1,1,2019-07-11,00:15,T,94,6.0NRT,306.6,46.6,D
62.569,166.669,342.3,1,1,2019-07-11,00:15,T,65,6.0NRT,305,34.5,D
62.567,166.605,349.6,1,1,2019-07-11,00:15,T,89,6.0NRT,305.1,55.4,D
61.883,166.811,335.5,1,1,2019-07-11,00:15,T,88,6.0NRT,300.4,30.9,D
61.88,166.83,337.5,1,1,2019-07-11,00:15,T,89,6.0NRT,301.9,33.7,D
61.872,166.824,331.6,1,1,2019-07-11,00:15,T,81,6.0NRT,302.2,24.2,D
61.963,165.635,320.4,1.1,1,2019-07-11,00:15,T,36,6.0NRT,298.2,10.6,D
61.951,165.648,339.3,1.1,1,2019-07-11,00:15,T,76,6.0NRT,300.1,35.2,D
61.936,165.618,324.3,1.1,1,2019-07-11,00:15,T,57,6.0NRT,300.6,15,D
61.951,159.206,327.8,1.5,1.2,2019-07-11,00:15,T,81,6.0NRT,304.1,34.1,D
61.949,159.234,329,1.5,1.2,2019-07-11,00:15,T,82,6.0NRT,303.6,36.9,D
61.942,159.172,327.8,1.6,1.2,2019-07-11,00:15,T,81,6.0NRT,301.9,33,D
61.94,159.201,327.4,1.5,1.2,2019-07-11,00:15,T,80,6.0NRT,304.2,32.4,D
61.931,159.168,337.7,1.6,1.2,2019-07-11,00:15,T,83,6.0NRT,303.3,57.8,D
61.929,159.198,333.2,1.5,1.2,2019-07-11,00:15,T,72,6.0NRT,306.7,45.3,D
61.931,159.161,324.3,1.6,1.2,2019-07-11,00:15,T,0,6.0NRT,301.2,22.7,D
63.928,168.126,360.2,1,1,2019-07-11,00:15,T,100,6.0NRT,305.1,77.9,D
65.548,170.525,340.3,1,1,2019-07-11,00:15,T,90,6.0NRT,305,35.9,D
65.551,170.434,366.1,1,1,2019-07-11,00:15,T,100,6.0NRT,303.8,99.7,D
65.548,170.455,381.7,1,1,2019-07-11,00:15,T,100,6.0NRT,312.9,154.8,D
63.936,168.066,337.6,1,1,2019-07-11,00:15,T,88,6.0NRT,302,34.6,D
63.881,168.532,329.8,1,1,2019-07-11,00:15,T,74,6.0NRT,302.6,16.9,D
63.936,168.132,330.7,1,1,2019-07-11,00:15,T,58,6.0NRT,304.7,19.1,D
63.942,168.092,328,1,1,2019-07-11,00:15,T,81,6.0NRT,305.6,20.1,D
63.945,168.072,342.1,1,1,2019-07-11,00:15,T,91,6.0NRT,302,41.3,D
63.888,168.544,327.1,1,1,2019-07-11,00:15,T,72,6.0NRT,302.4,14,D
63.948,168.103,339.3,1,1,2019-07-11,00:15,T,77,6.0NRT,306.8,33.9,D
63.955,168.13,341.7,1,1,2019-07-11,00:15,T,86,6.0NRT,306.6,35.3,D
63.957,168.109,384,1,1,2019-07-11,00:15,T,100,6.0NRT,307.7,167.3,D
63.96,168.089,325.7,1,1,2019-07-11,00:15,T,63,6.0NRT,297.1,18.1,D
63.963,168.136,338.9,1,1,2019-07-11,00:15,T,76,6.0NRT,302.8,32.3,D
63.969,168.162,331.6,1,1,2019-07-11,00:15,T,60,6.0NRT,302.7,19.5,D
63.978,168.168,339.5,1,1,2019-07-11,00:15,T,82,6.0NRT,302.7,32.3,D
63.984,168.194,330.7,1,1,2019-07-11,00:15,T,57,6.0NRT,304.5,18.2,D
63.987,168.174,362.3,1,1,2019-07-11,00:15,T,100,6.0NRT,304.7,85.6,D
63.482,171.611,318.2,1,1,2019-07-11,00:15,T,71,6.0NRT,297,11.4,D
63.996,168.18,346.5,1,1,2019-07-11,00:15,T,93,6.0NRT,303.7,47.7,D
63.477,171.695,334.1,1,1,2019-07-11,00:15,T,87,6.0NRT,300.8,29.3,D
63.481,171.675,359.6,1,1,2019-07-11,00:15,T,99,6.0NRT,306.7,80.9,D
63.484,171.656,339.6,1,1,2019-07-11,00:15,T,90,6.0NRT,303.5,36.3,D
63.487,171.637,357.5,1,1,2019-07-11,00:15,T,98,6.0NRT,303.3,74.2,D
63.49,171.618,370.2,1,1,2019-07-11,00:15,T,100,6.0NRT,305.3,113.6,D
63.486,171.702,363.6,1,1,2019-07-11,00:15,T,100,6.0NRT,305.7,92.4,D
63.489,171.682,339.7,1,1,2019-07-11,00:15,T,90,6.0NRT,306.6,37.2,D
63.492,171.663,329.2,1,1,2019-07-11,00:15,T,68,6.0NRT,305.6,20.6,D
63.496,171.644,348.6,1,1,2019-07-11,00:15,T,95,6.0NRT,306.4,53,D
63.499,171.625,364.8,1,1,2019-07-11,00:15,T,100,6.0NRT,307.5,95.1,D
63.502,171.605,362.8,1,1,2019-07-11,00:15,T,100,6.0NRT,301.9,89.6,D
64.01,168.212,325.8,1,1,2019-07-11,00:15,T,55,6.0NRT,300.6,14.6,D
63.501,171.67,333.6,1,1,2019-07-11,00:15,T,86,6.0NRT,304.6,27.3,D
63.504,171.651,345.1,1,1,2019-07-11,00:15,T,93,6.0NRT,303.8,46.5,D
63.507,171.632,337.5,1,1,2019-07-11,00:15,T,89,6.0NRT,301.9,33.9,D
64.023,168.249,324.2,1,1,2019-07-11,00:15,T,66,6.0NRT,300.2,13.3,D
64.027,168.296,326.2,1,1,2019-07-11,00:15,T,69,6.0NRT,301.4,15,D
64.027,168.362,326.9,1,1,2019-07-11,00:15,T,80,6.0NRT,302.2,17.6,D
64.03,168.342,332,1,1,2019-07-11,00:15,T,84,6.0NRT,303.3,24.2,D
65.366,170.731,318.4,1,1,2019-07-11,00:15,T,69,6.0NRT,306.4,9.2,D
64.998,173.254,319.5,1,1,2019-07-11,00:15,T,54,6.0NRT,306.5,9.4,D
65.002,173.233,347.9,1,1,2019-07-11,00:15,T,94,6.0NRT,306.2,51.8,D
65.01,173.241,314.2,1,1,2019-07-11,00:15,T,32,6.0NRT,303.8,5.1,D
65.519,170.524,323,1,1,2019-07-11,00:15,T,73,6.0NRT,303.3,12.5,D
65.522,170.503,325.9,1,1,2019-07-11,00:15,T,78,6.0NRT,303.9,15.5,D
65.525,170.552,328,1,1,2019-07-11,00:15,T,80,6.0NRT,304.6,18.2,D
65.528,170.531,342,1,1,2019-07-11,00:15,T,89,6.0NRT,311.2,37.4,D
65.531,170.51,354.7,1,1,2019-07-11,00:15,T,97,6.0NRT,309.3,64.1,D
65.537,170.469,344.5,1,1,2019-07-11,00:15,T,92,6.0NRT,304.3,44.2,D
65.54,170.448,365,1,1,2019-07-11,00:15,T,100,6.0NRT,306.4,94.1,D
65.543,170.427,341.1,1,1,2019-07-11,00:15,T,90,6.0NRT,300.9,40.1,D
65.537,170.538,343.2,1,1,2019-07-11,00:15,T,91,6.0NRT,308.4,39.8,D
65.54,170.518,337.5,1,1,2019-07-11,00:15,T,86,6.0NRT,305.9,30.3,D
63.869,168.512,337.6,1.5,1.2,2019-07-11,00:30,A,0,6.0NRT,301.9,54.7,D
63.224,168.124,317.1,1.6,1.3,2019-07-11,00:30,A,69,6.0NRT,299.1,19.1,D
63.217,168.095,316,1.6,1.3,2019-07-11,00:30,A,67,6.0NRT,298.3,17,D
63.863,168.485,328.3,1.5,1.2,2019-07-11,00:30,A,0,6.0NRT,300.9,30.9,D
63.093,165.415,327.3,2,1.4,2019-07-11,00:30,A,27,6.0NRT,302.7,43.1,D
63.876,168.534,323,1.5,1.2,2019-07-11,00:30,A,0,6.0NRT,301,18.9,D
63.886,168.522,320,1.5,1.2,2019-07-11,00:30,A,37,6.0NRT,302.6,14,D
63.094,165.409,330.1,2,1.4,2019-07-11,00:30,A,48,6.0NRT,302.8,54.6,D
63.866,168.226,338.5,1.5,1.2,2019-07-11,00:30,A,77,6.0NRT,300.8,66.7,D
63.895,168.297,328.6,1.5,1.2,2019-07-11,00:30,A,0,6.0NRT,299.7,33.4,D
63.889,168.269,337.5,1.5,1.2,2019-07-11,00:30,A,0,6.0NRT,300.5,55.5,D
63.882,168.242,340.3,1.5,1.2,2019-07-11,00:30,A,60,6.0NRT,300.8,64.3,D
63.876,168.214,326.4,1.5,1.2,2019-07-11,00:30,A,15,6.0NRT,298,29.4,D
63.909,168.237,320.7,1.5,1.2,2019-07-11,00:30,A,43,6.0NRT,300.9,15.4,D
63.902,168.209,324.7,1.5,1.2,2019-07-11,00:30,A,60,6.0NRT,298.5,23.9,D
63.889,168.153,327.4,1.6,1.2,2019-07-11,00:30,A,42,6.0NRT,297.2,31.3,D
63.899,168.141,338.9,1.6,1.2,2019-07-11,00:30,A,77,6.0NRT,299.5,58.9,D
63.892,168.113,327.2,1.6,1.2,2019-07-11,00:30,A,6,6.0NRT,297.1,30.5,D
64.995,173.238,318.3,1.1,1,2019-07-11,00:30,A,67,6.0NRT,306.4,10.1,D
65.003,173.229,332.1,1.1,1,2019-07-11,00:30,A,84,6.0NRT,303.9,27.5,D
63.918,168.117,337.3,1.6,1.2,2019-07-11,00:30,A,88,6.0NRT,302.4,53.2,D
63.928,168.105,334.1,1.6,1.2,2019-07-11,00:30,A,68,6.0NRT,301.8,43.3,D
63.931,168.065,331,1.6,1.2,2019-07-11,00:30,A,55,6.0NRT,301.6,43.5,D
64.013,168.359,324.1,1.5,1.2,2019-07-11,00:30,A,71,6.0NRT,301,24.5,D
63.974,168.193,319.5,1.5,1.2,2019-07-11,00:30,A,40,6.0NRT,302.3,13.5,D
63.967,168.165,328.5,1.5,1.2,2019-07-11,00:30,A,76,6.0NRT,301.8,33,D
63.961,168.137,332.3,1.5,1.2,2019-07-11,00:30,A,71,6.0NRT,300.8,43.1,D
63.984,168.181,345.6,1.5,1.2,2019-07-11,00:30,A,88,6.0NRT,303.5,81,D
63.977,168.153,335.6,1.5,1.2,2019-07-11,00:30,A,78,6.0NRT,299.7,51.5,D
64.026,168.308,334,1.5,1.2,2019-07-11,00:30,A,63,6.0NRT,300.3,43.8,D
63.994,168.169,331.5,1.5,1.2,2019-07-11,00:30,A,66,6.0NRT,298.9,42.5,D
64.024,168.342,327.1,1.5,1.2,2019-07-11,00:30,A,59,6.0NRT,301.3,30.4,D
63.984,168.176,341,1.5,1.2,2019-07-11,00:30,A,90,6.0NRT,303.6,69.5,D
64.027,168.302,329.8,1.5,1.2,2019-07-11,00:30,A,83,6.0NRT,299.8,37.7,D
64.021,168.275,322,1.5,1.2,2019-07-11,00:30,A,63,6.0NRT,299.7,21,D
64.014,168.247,324.5,1.5,1.2,2019-07-11,00:30,A,71,6.0NRT,299.9,26,D
63.994,168.164,325.7,1.5,1.2,2019-07-11,00:30,A,72,6.0NRT,298.2,31.7,D
61.942,159.18,315.7,3.5,1.8,2019-07-11,00:30,A,0,6.0NRT,300,47.8,D
65.362,170.703,314.9,1.2,1.1,2019-07-11,00:30,A,50,6.0NRT,303.8,8,D
65.518,170.536,332.8,1.2,1.1,2019-07-11,00:30,A,84,6.0NRT,305.4,31.7,D
65.527,170.52,332.3,1.2,1.1,2019-07-11,00:30,A,84,6.0NRT,309.8,31.2,D
65.522,170.497,322.9,1.2,1.1,2019-07-11,00:30,A,40,6.0NRT,304.7,15.4,D
65.541,170.533,338.6,1.2,1.1,2019-07-11,00:30,A,89,6.0NRT,304.9,42.4,D
65.536,170.51,331.8,1.2,1.1,2019-07-11,00:30,A,72,6.0NRT,307.5,29.4,D
65.545,170.499,325.4,1.2,1.1,2019-07-11,00:30,A,67,6.0NRT,303.7,19.7,D
65.54,170.476,332,1.2,1.1,2019-07-11,00:30,A,72,6.0NRT,308.4,29.8,D
65.535,170.452,345.3,1.2,1.1,2019-07-11,00:30,A,93,6.0NRT,306.7,59.8,D
65.549,170.466,327.5,1.2,1.1,2019-07-11,00:30,A,80,6.0NRT,302.3,24.6,D
65.544,170.442,397.3,1.2,1.1,2019-07-11,00:30,A,100,6.0NRT,312.4,304.1,D
65.539,170.418,340.5,1.2,1.1,2019-07-11,00:30,A,90,6.0NRT,301.9,50.6,D
67.962,153.439,311.4,2.4,1.5,2019-07-11,00:30,A,0,6.0NRT,296.7,21,D
67.958,153.446,310.8,2.4,1.5,2019-07-11,00:30,A,27,6.0NRT,296.5,17.5,D
69.095,150.625,309.4,2.4,1.5,2019-07-11,00:30,A,0,6.0NRT,295.9,15.9,D
69.881,147.763,317.3,2.4,1.5,2019-07-11,00:30,A,71,6.0NRT,297.9,31.2,D
69.893,147.81,325.9,2.4,1.5,2019-07-11,00:30,A,79,6.0NRT,295.3,60.5,D
69.953,147.81,318.2,2.4,1.5,2019-07-11,00:30,A,69,6.0NRT,297.5,37.1,D
69.963,147.784,320.1,2.4,1.5,2019-07-11,00:30,A,76,6.0NRT,297.1,43.9,D
61.873,166.826,325.3,2,1.4,2019-07-11,00:30,A,80,6.0NRT,298.3,50.6,D
61.885,166.814,311.6,2,1.4,2019-07-11,00:30,A,45,6.0NRT,296.5,15.9,D
61.874,166.818,327.2,2,1.4,2019-07-11,00:30,A,82,6.0NRT,298.4,58.1,D
62.638,168.139,353.3,1.7,1.3,2019-07-11,00:30,A,97,6.0NRT,299.9,135.1,D
62.63,168.109,331.1,1.7,1.3,2019-07-11,00:30,A,51,6.0NRT,297.9,47.5,D
62.615,168.049,313.9,1.7,1.3,2019-07-11,00:30,A,26,6.0NRT,297.7,13.7,D
62.634,168.136,340.4,1.7,1.3,2019-07-11,00:30,A,83,6.0NRT,299.3,77.5,D
62.619,168.076,323.3,1.7,1.3,2019-07-11,00:30,A,59,6.0NRT,297.9,30.6,D
62.652,168.153,323.5,1.7,1.3,2019-07-11,00:30,A,65,6.0NRT,297.8,30,D
62.644,168.123,339.1,1.7,1.3,2019-07-11,00:30,A,90,6.0NRT,299.2,73.6,D
63.486,171.715,319.8,1.3,1.1,2019-07-11,00:30,A,50,6.0NRT,299.3,15.8,D
63.481,171.691,354.7,1.3,1.1,2019-07-11,00:30,A,97,6.0NRT,305.5,95.3,D
63.477,171.668,348.6,1.3,1.1,2019-07-11,00:30,A,90,6.0NRT,305.7,73.6,D
62.627,167.948,322.7,1.8,1.3,2019-07-11,00:30,A,77,6.0NRT,299.9,34.3,D
63.5,171.671,322.3,1.3,1.1,2019-07-11,00:30,A,24,6.0NRT,300.6,18.1,D
63.495,171.648,354.2,1.3,1.1,2019-07-11,00:30,A,97,6.0NRT,306.3,90.8,D
63.49,171.624,354.4,1.3,1.1,2019-07-11,00:30,A,97,6.0NRT,305.9,92.4,D
63.485,171.6,331.4,1.3,1.1,2019-07-11,00:30,A,85,6.0NRT,298.8,35.6,D
63.504,171.637,348.4,1.3,1.1,2019-07-11,00:30,A,95,6.0NRT,301.3,73.1,D
63.499,171.614,398.3,1.3,1.1,2019-07-11,00:30,A,100,6.0NRT,307.6,342.1,D
63.494,171.591,359,1.3,1.1,2019-07-11,00:30,A,99,6.0NRT,300.2,113.7,D
62.725,168.182,318,1.7,1.3,2019-07-11,00:30,A,61,6.0NRT,298.8,20.1,D
62.718,168.152,331.6,1.7,1.3,2019-07-11,00:30,A,85,6.0NRT,299.1,52.7,D
62.703,168.092,315.1,1.7,1.3,2019-07-11,00:30,A,55,6.0NRT,297.4,15.1,D
62.566,166.637,333.1,1.9,1.4,2019-07-11,00:30,A,55,6.0NRT,303.1,62.4,D
62.558,166.644,327.7,1.9,1.4,2019-07-11,00:30,A,12,6.0NRT,299.4,43.8,D
36.792,28.916,305.8,3.9,1.8,2019-07-11,00:50,A,33,6.0NRT,293.3,35.2,N
36.783,28.916,305.2,3.9,1.8,2019-07-11,00:50,A,24,6.0NRT,293.6,34.5,N
36.772,28.957,305.4,3.9,1.8,2019-07-11,00:50,A,29,6.0NRT,294.6,35,N
64.019,168.335,319.2,3.4,1.7,2019-07-11,01:50,T,35,6.0NRT,299,52.5,D
64.028,168.354,318.3,3.4,1.7,2019-07-11,01:50,T,57,6.0NRT,298.6,52,D
67.996,153.698,369.4,1.1,1,2019-07-11,01:50,T,0,6.0NRT,301.3,118.7,D
69.693,141.107,323.4,1.3,1.1,2019-07-11,01:50,T,65,6.0NRT,286.1,27.8,D
70.31,143.563,316.8,1.2,1.1,2019-07-11,01:50,T,66,6.0NRT,296.6,13.3,D
65.014,173.207,310.1,3.9,1.8,2019-07-11,01:50,T,41,6.0NRT,299.1,31.9,D
63.99,168.191,319.4,3.3,1.7,2019-07-11,01:50,T,26,6.0NRT,297.2,54,D
64.99,173.266,312.3,3.9,1.8,2019-07-11,01:50,T,58,6.0NRT,300,44.4,D
