latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
56.64,161.321,317.2,1.3,1.1,2019-08-05,00:10,T,50,6.0NRT,292,21.4,D
68.967,139.051,317.4,4.1,1.9,2019-08-05,00:25,A,67,6.0NRT,287.9,108.1,D
68.957,139.107,319.5,4.1,1.9,2019-08-05,00:25,A,76,6.0NRT,290.8,125.4,D
68.966,139.067,328.9,4.1,1.9,2019-08-05,00:25,A,70,6.0NRT,289.4,193.3,D
68.958,139.091,326.1,4.1,1.9,2019-08-05,00:25,A,79,6.0NRT,291.2,178.7,D
70.858,140.184,312.5,2.9,1.6,2019-08-05,00:25,A,0,6.0NRT,288.8,53.7,D
69.633,140.427,309.3,3.5,1.8,2019-08-05,00:25,A,68,6.0NRT,289.6,58.8,D
69.628,140.436,304.7,3.5,1.8,2019-08-05,00:25,A,53,6.0NRT,289.4,37.8,D
67.495,136.231,312.4,1.8,1.3,2019-08-05,01:45,T,61,6.0NRT,293.6,22.1,D
67.683,136.412,304.5,1.8,1.3,2019-08-05,01:45,T,58,6.0NRT,293.7,9,D
67.677,136.713,322.2,1.8,1.3,2019-08-05,01:45,T,77,6.0NRT,292.2,38.9,D
67.771,136.36,314.1,1.8,1.3,2019-08-05,01:45,T,72,6.0NRT,293.5,23.9,D
67.757,136.789,310.4,1.8,1.3,2019-08-05,01:45,T,36,6.0NRT,297.1,15.4,D
67.759,136.747,316.8,1.8,1.3,2019-08-05,01:45,T,72,6.0NRT,295.4,27.5,D
67.765,136.755,315.5,1.8,1.3,2019-08-05,01:45,T,48,6.0NRT,293.6,24.5,D
68.96,139.147,330.5,1.6,1.2,2019-08-05,01:45,T,52,6.0NRT,295.8,45.6,D
67.839,136.128,301.9,1.9,1.3,2019-08-05,01:45,T,46,6.0NRT,289.6,9.8,D
67.973,136.003,300.9,1.9,1.3,2019-08-05,01:45,T,42,6.0NRT,290.6,8,D
68.278,134.324,306.9,2.1,1.4,2019-08-05,01:45,T,64,6.0NRT,288.9,21.7,D
70.883,140.23,345.2,1.6,1.2,2019-08-05,01:45,T,94,6.0NRT,295.4,101.3,D
66.511,134.705,306.9,2,1.4,2019-08-05,01:45,T,64,6.0NRT,288.2,18.9,D
67.289,132.127,311.2,2.4,1.5,2019-08-05,01:45,T,46,6.0NRT,284.1,36.9,D
67.416,136.239,312.9,1.8,1.3,2019-08-05,01:45,T,64,6.0NRT,291.9,24.1,D
67.424,136.112,307,1.8,1.3,2019-08-05,01:45,T,53,6.0NRT,290.4,12.3,D
67.427,136.069,306.8,1.8,1.3,2019-08-05,01:45,T,59,6.0NRT,292.2,12.5,D
67.482,136.05,310.7,1.8,1.3,2019-08-05,01:45,T,70,6.0NRT,291.7,19.8,D
67.493,136.273,324.3,1.8,1.3,2019-08-05,01:45,T,83,6.0NRT,292.1,49.5,D
68.977,139.074,342.3,1.6,1.2,2019-08-05,01:45,T,66,6.0NRT,300.9,76.9,D
68.98,139.035,336.3,1.6,1.2,2019-08-05,01:45,T,90,6.0NRT,297.3,62.1,D
69.284,136.785,308.6,1.9,1.3,2019-08-05,01:45,T,65,6.0NRT,292.3,17.4,D
69.288,136.926,310.3,1.8,1.3,2019-08-05,01:45,T,36,6.0NRT,291.7,18.8,D
69.288,136.795,311.7,1.9,1.3,2019-08-05,01:45,T,56,6.0NRT,292.6,20.4,D
69.293,136.936,321.3,1.8,1.3,2019-08-05,01:45,T,81,6.0NRT,292.2,42.9,D
69.319,136.901,340.5,1.8,1.3,2019-08-05,01:45,T,92,6.0NRT,293.2,99.4,D
69.343,136.911,317.8,1.8,1.3,2019-08-05,01:45,T,68,6.0NRT,290.4,33.5,D
