latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
48.168,30.626,300.8,1.1,1,2019-07-24,00:15,A,34,6.0NRT,284.9,7.6,N
48.435,42.669,306,3.6,1.8,2019-07-24,00:15,A,66,6.0NRT,283.6,60.2,N
48.45,42.678,302.4,3.6,1.8,2019-07-24,00:15,A,29,6.0NRT,284.4,45.4,N
47.869,33.45,305.1,1.3,1.1,2019-07-24,00:15,A,51,6.0NRT,288,11.4,N
48.443,42.665,310.6,3.6,1.8,2019-07-24,00:15,A,80,6.0NRT,285.1,83.2,N
47.869,33.395,301.2,1.3,1.1,2019-07-24,00:15,A,20,6.0NRT,289.6,6.8,N
30.532,26.091,312.6,1.2,1.1,2019-07-24,00:20,A,85,6.0NRT,293.4,15.8,N
30.535,26.079,308.8,1.2,1.1,2019-07-24,00:20,A,76,6.0NRT,292.1,12,N
67.421,133.075,306.6,3.5,1.8,2019-07-24,01:20,T,37,6.0NRT,287.2,31.1,D
62.372,136.024,331.3,2.6,1.6,2019-07-24,01:25,T,65,6.0NRT,292.6,108,D
62.37,136.076,332.3,2.6,1.6,2019-07-24,01:25,T,87,6.0NRT,292.2,117.2,D
62.354,136.125,319.1,2.6,1.5,2019-07-24,01:25,T,26,6.0NRT,288.8,54.2,D
62.347,135.917,310.7,2.6,1.6,2019-07-24,01:25,T,33,6.0NRT,288.6,27.9,D
62.322,136.112,314.8,2.6,1.5,2019-07-24,01:25,T,65,6.0NRT,287.3,43,D
62.282,136.058,307.8,2.6,1.6,2019-07-24,01:25,T,36,6.0NRT,290.2,24.8,D
62.28,136.109,306.9,2.6,1.5,2019-07-24,01:25,T,58,6.0NRT,288.8,25.5,D
62.243,135.949,313.2,2.6,1.6,2019-07-24,01:25,T,61,6.0NRT,291.8,40.8,D
62.239,135.943,313.8,2.6,1.6,2019-07-24,01:25,T,19,6.0NRT,292.2,40.6,D
59.871,135.282,307,2.7,1.6,2019-07-24,01:25,T,62,6.0NRT,291.9,27.2,D
59.489,138.572,306.5,2,1.4,2019-07-24,01:25,T,60,6.0NRT,292.9,14.7,D
