latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
70.753,146.234,338.6,3.1,1.7,2019-08-08,00:40,T,79,6.0NRT,291.2,207.9,D
37.955,139.321,314.3,4.1,1.9,2019-08-08,00:45,T,59,6.0NRT,289.7,46.1,D
37.499,139.93,314.5,3.7,1.8,2019-08-08,00:45,T,23,6.0NRT,291.6,40,D
37.951,139.313,314,4.1,1.9,2019-08-08,00:45,T,56,6.0NRT,289.5,46,D
36.395,138.245,311,4.6,2,2019-08-08,00:50,T,15,6.0NRT,291.8,45.7,D
70.752,146.241,331.8,1.8,1.3,2019-08-08,00:55,A,66,6.0NRT,292.3,69,D
70.732,146.23,302.8,1.8,1.3,2019-08-08,00:55,A,47,6.0NRT,291.9,9.5,D
71.118,144.771,308.8,1.8,1.3,2019-08-08,00:55,A,0,6.0NRT,290.8,19.6,D
71.118,144.766,307.6,1,1,2019-08-08,02:15,T,50,6.0NRT,292.3,6.8,D
68.521,145.958,339.9,1,1,2019-08-08,02:15,T,0,6.0NRT,293.6,41.3,D
68.541,145.9,310.7,1,1,2019-08-08,02:15,T,0,6.0NRT,293.7,8.2,D
70.9,140.353,337,1.1,1.1,2019-08-08,02:15,T,85,6.0NRT,283,29.1,D
70.913,140.235,335.3,1.1,1.1,2019-08-08,02:15,T,61,6.0NRT,290.4,34.5,D
70.742,146.241,320.5,1,1,2019-08-08,02:15,T,53,6.0NRT,293.6,14.8,D
68.446,134.928,304.6,1.3,1.1,2019-08-08,02:15,T,41,6.0NRT,289.7,7.3,D
68.383,135.465,318.4,1.2,1.1,2019-08-08,02:15,T,37,6.0NRT,290.4,17.9,D
71.124,144.781,304.5,1,1,2019-08-08,02:15,T,33,6.0NRT,292.8,4,D
70.746,146.216,372.7,1,1,2019-08-08,02:15,T,0,6.0NRT,298.5,124,D
70.75,146.191,324.7,1,1,2019-08-08,02:15,T,0,6.0NRT,291.6,19.3,D
56.769,115.464,308.2,4.6,2,2019-08-08,02:20,T,55,6.0NRT,295.2,49.4,D
57.993,126.819,314.2,1.5,1.2,2019-08-08,02:20,T,57,6.0NRT,297.8,15.2,D
58.189,114.945,309.2,4.8,2,2019-08-08,02:20,T,61,6.0NRT,296.3,62.2,D
58.192,114.937,308.9,4.8,2,2019-08-08,02:20,T,50,6.0NRT,296,54.4,D
57.62,116.527,311.5,4.1,1.9,2019-08-08,02:20,T,61,6.0NRT,298.1,63.2,D
57.617,116.515,310,4.1,1.9,2019-08-08,02:20,T,0,6.0NRT,297.4,56,D
57.28,124.996,318.3,1.8,1.3,2019-08-08,02:20,T,63,6.0NRT,300.2,25.2,D
56.768,115.473,311.1,4.6,2,2019-08-08,02:20,T,64,6.0NRT,295.9,69,D
63.611,116.317,306.5,4.3,1.9,2019-08-08,02:20,T,64,6.0NRT,292.4,38.8,D
64.123,129.043,303.8,1.6,1.2,2019-08-08,02:20,T,53,6.0NRT,272.9,12.8,D
64.125,129.021,302.4,1.6,1.2,2019-08-08,02:20,T,52,6.0NRT,274.1,11.8,D
64.33,130.451,302.3,1.4,1.2,2019-08-08,02:20,T,28,6.0NRT,281.3,9,D
56.769,115.548,311.6,4.5,2,2019-08-08,02:20,T,65,6.0NRT,297.7,71.2,D
64.385,130.36,343.2,1.4,1.2,2019-08-08,02:20,T,50,6.0NRT,281.3,74.8,D
66.045,123.254,313.5,2.5,1.5,2019-08-08,02:20,T,67,6.0NRT,284,40.3,D
67.437,134.181,306.4,1.3,1.1,2019-08-08,02:20,T,54,6.0NRT,281.6,9.6,D
67.435,134.186,304.3,1.3,1.1,2019-08-08,02:20,T,33,6.0NRT,282,7.6,D
67.973,132.764,305.6,1.4,1.2,2019-08-08,02:20,T,59,6.0NRT,277.9,11.7,D
67.976,132.731,305.2,1.4,1.2,2019-08-08,02:20,T,57,6.0NRT,281.9,12.3,D
67.96,133.169,309.5,1.4,1.2,2019-08-08,02:20,T,46,6.0NRT,291.1,10.3,D
57.995,126.793,322.1,1.5,1.2,2019-08-08,02:20,T,79,6.0NRT,297.5,28.3,D
62.461,136.105,312.8,1,1,2019-08-08,02:20,T,47,6.0NRT,287.4,9.8,D
62.459,136.124,329.6,1,1,2019-08-08,02:20,T,86,6.0NRT,286.2,27.7,D
62.452,136.114,311.4,1,1,2019-08-08,02:20,T,67,6.0NRT,287.4,10.4,D
62.449,136.133,306.7,1,1,2019-08-08,02:20,T,53,6.0NRT,286.1,7.3,D
63.61,116.308,306.4,4.3,1.9,2019-08-08,02:20,T,60,6.0NRT,292.4,38.8,D
62.849,120.093,309.1,3.1,1.7,2019-08-08,02:20,T,44,6.0NRT,292.5,31.3,D
59.846,134.921,306.6,1,1,2019-08-08,02:20,T,56,6.0NRT,295.6,4.5,D
59.837,134.916,306.5,1,1,2019-08-08,02:20,T,50,6.0NRT,296.4,4.4,D
58.934,135.905,307.1,1,1,2019-08-08,02:20,T,61,6.0NRT,293.4,5.8,D
59.183,131.134,307.4,1.2,1.1,2019-08-08,02:20,T,53,6.0NRT,296,5.9,D
58.46,127.089,314.6,1.5,1.2,2019-08-08,02:20,T,70,6.0NRT,297.5,17.7,D
58.459,127.082,316.1,1.5,1.2,2019-08-08,02:20,T,68,6.0NRT,297.4,19.3,D
57.071,135.764,304.3,1,1,2019-08-08,02:20,T,57,6.0NRT,294.3,4.6,D
51.693,135.744,314.4,1.2,1.1,2019-08-08,02:20,T,73,6.0NRT,295.8,12.8,D
53.714,117.488,309.5,3.6,1.8,2019-08-08,02:20,T,67,6.0NRT,294.6,45.7,D
53.716,117.431,307.6,3.6,1.8,2019-08-08,02:20,T,63,6.0NRT,294.6,38.6,D
53.706,117.496,306,3.6,1.8,2019-08-08,02:20,T,58,6.0NRT,294.2,29.2,D
53.707,117.438,310.4,3.6,1.8,2019-08-08,02:20,T,68,6.0NRT,295.3,50.3,D
53.58,131.363,302.5,1,1,2019-08-08,02:20,T,12,6.0NRT,292,2.6,D
54.652,116.382,305,4.1,1.9,2019-08-08,02:20,T,47,6.0NRT,294.8,32.8,D
55.058,116.008,305.4,4.3,1.9,2019-08-08,02:20,T,49,6.0NRT,292.6,39.9,D
55.06,116.014,307.1,4.3,1.9,2019-08-08,02:20,T,58,6.0NRT,292.7,47.4,D
55.73,117.886,321,3.6,1.8,2019-08-08,02:20,T,79,6.0NRT,293.2,105.7,D
55.739,117.89,307,3.6,1.8,2019-08-08,02:20,T,33,6.0NRT,292.5,26.9,D
55.915,117.967,306.8,3.5,1.8,2019-08-08,02:20,T,39,6.0NRT,293,33,D
56.513,117.791,308.9,3.6,1.8,2019-08-08,02:20,T,45,6.0NRT,297.1,29,D
56.56,117.91,307.3,3.6,1.8,2019-08-08,02:20,T,8,6.0NRT,294.2,28,D
56.77,115.541,313.6,4.5,2,2019-08-08,02:20,T,69,6.0NRT,297.9,84.5,D
35.868,128.718,321.4,1.1,1,2019-08-08,02:25,T,37,6.0NRT,299.5,10.7,D
36.24,128.306,317.6,1.1,1,2019-08-08,02:25,T,43,6.0NRT,297.9,8.3,D
36.086,129.391,317,1.2,1.1,2019-08-08,02:25,T,43,6.0NRT,297.1,7.5,D
36.594,128.194,318.2,1.1,1,2019-08-08,02:25,T,51,6.0NRT,297.8,8.9,D
36.601,128.542,315.2,1.1,1,2019-08-08,02:25,T,63,6.0NRT,297.4,7.5,D
37.012,127.952,316.2,1,1,2019-08-08,02:25,T,31,6.0NRT,298.1,7.1,D
37.489,126.644,311.8,1,1,2019-08-08,02:25,T,41,6.0NRT,288.4,6.6,D
37.533,138.909,313.7,3.8,1.8,2019-08-08,02:25,T,58,6.0NRT,290.7,42.4,D
42.669,129.11,314.4,1,1,2019-08-08,02:25,T,73,6.0NRT,296.3,8.6,D
35.993,128.408,321.8,1.1,1,2019-08-08,02:25,T,53,6.0NRT,300.4,10.4,D
36.115,127.534,312.1,1,1,2019-08-08,02:25,T,40,6.0NRT,291.4,7.4,D
35.868,128.831,326.6,1.1,1.1,2019-08-08,02:25,T,34,6.0NRT,301.2,18,D
35.938,128.292,326.5,1.1,1,2019-08-08,02:25,T,67,6.0NRT,299.7,13.8,D
35.871,128.47,321,1.1,1,2019-08-08,02:25,T,27,6.0NRT,299.4,9.7,D
35.677,128.459,322.7,1.1,1,2019-08-08,02:25,T,33,6.0NRT,299.1,12.2,D
35.559,129.152,316.3,1.2,1.1,2019-08-08,02:25,T,33,6.0NRT,295.1,8.7,D
35.5,128.815,316.1,1.1,1.1,2019-08-08,02:25,T,28,6.0NRT,297.1,8.8,D
35.332,129.26,313.9,1.2,1.1,2019-08-08,02:25,T,40,6.0NRT,294.4,7,D
35.37,128.482,318.9,1.1,1,2019-08-08,02:25,T,47,6.0NRT,297.8,10.2,D
35.263,128.769,321.2,1.1,1.1,2019-08-08,02:25,T,57,6.0NRT,298.4,13.2,D
35.294,128.322,317,1.1,1,2019-08-08,02:25,T,34,6.0NRT,298.1,8.7,D
35.209,127.469,315.1,1,1,2019-08-08,02:25,T,53,6.0NRT,294.1,7.7,D
33.914,133.186,315.5,2.1,1.4,2019-08-08,02:25,T,13,6.0NRT,297.5,18.1,D
35.912,128.95,316.5,1.1,1.1,2019-08-08,02:25,T,33,6.0NRT,290.9,10.9,D
