latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight
69.20097,138.19957,341.7,0.48,0.48,2019-06-26,01:06,N,nominal,1.0NRT,301.8,7.8,D
68.37871,135.88841,338,0.58,0.52,2019-06-26,01:06,N,nominal,1.0NRT,294.8,15.4,D
69.21665,138.03613,367,0.48,0.48,2019-06-26,01:06,N,high,1.0NRT,302.9,28.4,D
69.20662,138.00877,331.2,0.48,0.48,2019-06-26,01:06,N,nominal,1.0NRT,299.2,8,D
69.20335,137.99989,351.1,0.48,0.48,2019-06-26,01:06,N,nominal,1.0NRT,300.6,8,D
68.38185,135.87828,352.3,0.58,0.52,2019-06-26,01:06,N,nominal,1.0NRT,300.3,15.4,D
69.2065,137.99078,367,0.48,0.48,2019-06-26,01:06,N,high,1.0NRT,296.3,9,D
69.2197,138.02681,351.9,0.48,0.48,2019-06-26,01:06,N,nominal,1.0NRT,301.5,14.1,D
69.20976,137.99968,342.5,0.48,0.48,2019-06-26,01:06,N,nominal,1.0NRT,299.4,9,D
68.38506,135.8683,335,0.58,0.52,2019-06-26,01:06,N,nominal,1.0NRT,293.4,7.8,D
69.22277,138.01752,341.5,0.48,0.48,2019-06-26,01:06,N,nominal,1.0NRT,297.7,14.1,D
69.21942,138.00838,332.3,0.48,0.48,2019-06-26,01:06,N,nominal,1.0NRT,299.6,8.9,D
69.21616,137.99951,341.5,0.48,0.48,2019-06-26,01:06,N,nominal,1.0NRT,298.7,8.9,D
69.21293,137.99066,355.5,0.48,0.48,2019-06-26,01:06,N,nominal,1.0NRT,298.9,9,D
69.20965,137.98172,338.5,0.48,0.48,2019-06-26,01:06,N,nominal,1.0NRT,295,9,D
68.38832,135.85844,334.6,0.58,0.52,2019-06-26,01:06,N,nominal,1.0NRT,296.3,7.8,D
69.22598,138.00864,329.4,0.48,0.48,2019-06-26,01:06,N,nominal,1.0NRT,295.6,9.8,D
69.22261,137.99944,345.6,0.48,0.48,2019-06-26,01:06,N,nominal,1.0NRT,305,49,D
69.21934,137.99049,343.6,0.48,0.48,2019-06-26,01:06,N,nominal,1.0NRT,300.8,49,D
69.21606,137.98154,353,0.48,0.48,2019-06-26,01:06,N,nominal,1.0NRT,309.4,50.9,D
68.39159,135.84862,332.5,0.58,0.52,2019-06-26,01:06,N,nominal,1.0NRT,294.9,5.2,D
68.36822,135.79137,340,0.58,0.52,2019-06-26,01:06,N,nominal,1.0NRT,294.6,35.7,D
69.22916,137.99966,337.4,0.48,0.48,2019-06-26,01:06,N,nominal,1.0NRT,295.9,9.8,D
69.22578,137.99042,348.1,0.48,0.48,2019-06-26,01:06,N,nominal,1.0NRT,303.2,49,D
69.21916,137.97235,333.3,0.48,0.48,2019-06-26,01:06,N,low,1.0NRT,306.9,50.9,D
68.37148,135.78151,346.4,0.58,0.52,2019-06-26,01:06,N,nominal,1.0NRT,300.2,35.7,D
69.23226,137.99046,340.4,0.48,0.48,2019-06-26,01:06,N,nominal,1.0NRT,297.6,46.2,D
66.97352,131.54181,327.2,0.41,0.6,2019-06-26,01:06,N,nominal,1.0NRT,289.5,2.6,D
67.25476,131.90652,351.4,0.39,0.59,2019-06-26,01:06,N,nominal,1.0NRT,294.1,7.5,D
