latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight
67.78407,136.0741,327.2,0.54,0.68,2019-06-19,00:00,N,nominal,1.0NRT,294.3,3.1,D
67.7405,134.47159,329.5,0.57,0.69,2019-06-19,00:00,N,nominal,1.0NRT,295.3,5.4,D
66.72354,137.99745,337.6,0.6,0.7,2019-06-19,00:00,N,nominal,1.0NRT,292.8,8.5,D
66.74193,137.9821,343.1,0.6,0.7,2019-06-19,00:00,N,nominal,1.0NRT,292.5,8.4,D
66.726,137.99892,338.4,0.6,0.7,2019-06-19,00:00,N,nominal,1.0NRT,293.4,8.9,D
65.19235,135.47739,352.8,0.79,0.78,2019-06-19,00:00,N,nominal,1.0NRT,289.7,11.1,D
68.71616,140.77531,326.3,0.42,0.61,2019-06-19,00:00,N,nominal,1.0NRT,290.7,3.9,D
66.73958,137.98055,341.7,0.6,0.7,2019-06-19,00:00,N,nominal,1.0NRT,292.9,10.4,D
67.60575,136.10164,354.6,0.56,0.68,2019-06-19,00:00,N,nominal,1.0NRT,301.8,27,D
67.61038,136.10748,332.9,0.56,0.68,2019-06-19,00:00,N,nominal,1.0NRT,295,27,D
69.43851,139.53181,325.2,0.39,0.6,2019-06-19,00:00,N,nominal,1.0NRT,292.4,3,D
67.73851,136.23256,340.7,0.54,0.68,2019-06-19,00:00,N,nominal,1.0NRT,295,9.2,D
67.67715,136.15442,345.5,0.55,0.68,2019-06-19,00:00,N,nominal,1.0NRT,295.1,17.3,D
67.68012,136.13945,367,0.55,0.68,2019-06-19,00:00,N,high,1.0NRT,297.4,17.3,D
67.7511,136.22992,336.1,0.54,0.68,2019-06-19,00:00,N,nominal,1.0NRT,294.6,6.7,D
67.66918,136.10681,331.8,0.55,0.68,2019-06-19,00:00,N,nominal,1.0NRT,293.5,4.8,D
67.60716,136.09593,367,0.56,0.68,2019-06-19,00:00,N,high,1.0NRT,294.4,39.2,D
67.73763,136.23984,338.5,0.54,0.68,2019-06-19,00:00,N,nominal,1.0NRT,294.8,6.5,D
67.69943,136.19203,332.6,0.55,0.68,2019-06-19,00:00,N,nominal,1.0NRT,295.1,5.7,D
67.67889,136.14771,367,0.55,0.68,2019-06-19,00:00,N,high,1.0NRT,302.2,34.1,D
67.74535,136.23085,328.8,0.54,0.68,2019-06-19,00:00,N,nominal,1.0NRT,293.4,9.3,D
67.86426,134.5992,346.9,0.56,0.68,2019-06-19,00:00,N,nominal,1.0NRT,295.3,7.6,D
