latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight
65.04137,160.64926,367,0.52,0.5,2019-07-15,00:06,N,high,1.0NRT,299.4,12.9,D
62.73454,151.41824,325.3,0.54,0.67,2019-07-15,00:06,N,nominal,1.0NRT,294.8,7.3,D
62.75906,151.45013,343.3,0.53,0.67,2019-07-15,00:06,N,nominal,1.0NRT,296.3,7,D
62.76374,151.4408,341.3,0.53,0.67,2019-07-15,00:06,N,nominal,1.0NRT,295.9,7,D
62.76051,151.43408,335.5,0.53,0.67,2019-07-15,00:06,N,nominal,1.0NRT,293.3,7,D
62.74735,151.40671,330.6,0.53,0.67,2019-07-15,00:06,N,nominal,1.0NRT,295.7,9.3,D
62.74325,151.39816,325.3,0.54,0.67,2019-07-15,00:06,N,nominal,1.0NRT,293.6,6.6,D
67.09518,162.33043,338.1,0.39,0.44,2019-07-15,00:06,N,nominal,1.0NRT,282.7,7.7,D
67.11137,162.36887,345.6,0.39,0.44,2019-07-15,00:06,N,nominal,1.0NRT,276.4,7,D
67.10063,162.33162,341.2,0.39,0.44,2019-07-15,00:06,N,nominal,1.0NRT,281.6,7.7,D
67.10394,162.32536,332.7,0.39,0.44,2019-07-15,00:06,N,nominal,1.0NRT,276.6,2.2,D
63.89765,168.33336,341.4,0.38,0.43,2019-07-15,00:06,N,nominal,1.0NRT,296.5,32.2,D
63.89584,168.32651,350.4,0.38,0.43,2019-07-15,00:06,N,nominal,1.0NRT,304.6,20.1,D
63.89402,168.31961,335.2,0.38,0.43,2019-07-15,00:06,N,nominal,1.0NRT,296.7,20.1,D
65.26436,173.92656,353.1,0.42,0.37,2019-07-15,00:06,N,nominal,1.0NRT,299.5,11,D
65.2675,173.92291,367,0.42,0.37,2019-07-15,00:06,N,high,1.0NRT,300.2,11,D
65.26585,173.91472,350.4,0.42,0.37,2019-07-15,00:06,N,nominal,1.0NRT,302.7,11,D
65.27064,173.91928,334.3,0.42,0.37,2019-07-15,00:06,N,nominal,1.0NRT,296.9,20.1,D
65.26898,173.91106,355.7,0.42,0.37,2019-07-15,00:06,N,nominal,1.0NRT,312.5,20.1,D
65.26732,173.90286,345,0.42,0.38,2019-07-15,00:06,N,nominal,1.0NRT,296.5,8.2,D
63.90331,167.96115,342.7,0.39,0.44,2019-07-15,00:06,N,nominal,1.0NRT,298.2,5.3,D
63.91974,167.98669,336.8,0.39,0.44,2019-07-15,00:06,N,nominal,1.0NRT,297.9,4.5,D
63.91789,167.9798,337.1,0.39,0.44,2019-07-15,00:06,N,nominal,1.0NRT,297.6,4.5,D
63.91603,167.97285,338.2,0.39,0.44,2019-07-15,00:06,N,nominal,1.0NRT,298.5,6.1,D
63.91411,167.96568,355.6,0.39,0.44,2019-07-15,00:06,N,nominal,1.0NRT,299.3,6.1,D
64.03041,168.38541,342.7,0.57,0.43,2019-07-15,00:06,N,nominal,1.0NRT,296.5,6.2,D
63.92326,167.98198,351.7,0.39,0.44,2019-07-15,00:06,N,nominal,1.0NRT,296.7,4.5,D
63.92141,167.97508,346.4,0.39,0.44,2019-07-15,00:06,N,nominal,1.0NRT,294.7,4.5,D
63.91953,167.96805,336,0.39,0.44,2019-07-15,00:06,N,nominal,1.0NRT,294.6,6.1,D
64.03658,168.39096,354.6,0.57,0.43,2019-07-15,00:06,N,nominal,1.0NRT,296.5,12.5,D
64.04002,168.3862,338.2,0.57,0.43,2019-07-15,00:06,N,nominal,1.0NRT,298.2,12.5,D
63.93214,167.97939,340.6,0.39,0.44,2019-07-15,00:06,N,nominal,1.0NRT,295,5.7,D
64.04619,168.39177,333.7,0.57,0.43,2019-07-15,00:06,N,nominal,1.0NRT,294.7,11.7,D
64.04346,168.38142,337.1,0.57,0.43,2019-07-15,00:06,N,nominal,1.0NRT,296.3,11.7,D
63.9375,167.98155,333,0.39,0.44,2019-07-15,00:06,N,nominal,1.0NRT,294.1,3.2,D
63.93562,167.97456,333.6,0.39,0.44,2019-07-15,00:06,N,nominal,1.0NRT,293.8,3.2,D
64.04963,168.38702,343.9,0.57,0.43,2019-07-15,00:06,N,nominal,1.0NRT,294.5,11.7,D
63.94282,167.98361,331.1,0.39,0.44,2019-07-15,00:06,N,nominal,1.0NRT,293.8,4.4,D
63.94096,167.97667,343.5,0.39,0.44,2019-07-15,00:06,N,nominal,1.0NRT,294.6,3.2,D
63.96626,168.01784,347.2,0.39,0.44,2019-07-15,00:06,N,nominal,1.0NRT,294.7,4.6,D
63.96439,168.0108,335.3,0.39,0.44,2019-07-15,00:06,N,nominal,1.0NRT,293.4,4.6,D
63.97537,168.03419,333.3,0.39,0.44,2019-07-15,00:06,N,nominal,1.0NRT,294.8,3.7,D
63.9862,168.0571,344.5,0.39,0.44,2019-07-15,00:06,N,nominal,1.0NRT,298.1,4.8,D
63.98257,168.04337,334.4,0.39,0.44,2019-07-15,00:06,N,nominal,1.0NRT,296.1,4.4,D
63.98073,168.03647,339.1,0.39,0.44,2019-07-15,00:06,N,nominal,1.0NRT,295.1,4.9,D
64.00428,168.10738,354.6,0.39,0.44,2019-07-15,00:06,N,nominal,1.0NRT,298.7,10.4,D
64.0006,168.09348,343.2,0.39,0.44,2019-07-15,00:06,N,nominal,1.0NRT,298,6.9,D
63.99513,168.07283,337.2,0.39,0.44,2019-07-15,00:06,N,nominal,1.0NRT,296.3,5.2,D
63.99331,168.06596,352.8,0.39,0.44,2019-07-15,00:06,N,nominal,1.0NRT,298.1,5.2,D
63.99151,168.05916,340.7,0.39,0.44,2019-07-15,00:06,N,nominal,1.0NRT,297.3,4.8,D
63.98971,168.05234,347.2,0.39,0.44,2019-07-15,00:06,N,nominal,1.0NRT,294.9,4.8,D
63.98605,168.03859,328.6,0.39,0.44,2019-07-15,00:06,N,nominal,1.0NRT,292.1,4.4,D
64.00592,168.09567,367,0.39,0.44,2019-07-15,00:06,N,high,1.0NRT,297.6,8.1,D
64.026,168.17175,331.5,0.38,0.43,2019-07-15,00:06,N,nominal,1.0NRT,299.2,4,D
64.00775,168.1026,351.9,0.39,0.44,2019-07-15,00:06,N,nominal,1.0NRT,296.5,8,D
64.00412,168.08885,334.7,0.39,0.44,2019-07-15,00:06,N,nominal,1.0NRT,294.7,8.1,D
63.99682,168.06126,332.1,0.39,0.44,2019-07-15,00:06,N,nominal,1.0NRT,292.6,5.4,D
63.99501,168.05444,347.6,0.39,0.44,2019-07-15,00:06,N,nominal,1.0NRT,294.5,5.9,D
64.02602,168.15387,332.2,0.38,0.43,2019-07-15,00:06,N,nominal,1.0NRT,296.4,6.8,D
64.01308,168.10481,351.4,0.38,0.44,2019-07-15,00:06,N,nominal,1.0NRT,295,8,D
64.06222,168.2737,349.9,0.57,0.43,2019-07-15,00:06,N,nominal,1.0NRT,300,8.1,D
64.05954,168.26347,332.3,0.57,0.43,2019-07-15,00:06,N,nominal,1.0NRT,295.9,4.6,D
64.07099,168.28928,344.3,0.57,0.43,2019-07-15,00:06,N,nominal,1.0NRT,299.5,10.9,D
64.06834,168.27914,342,0.57,0.43,2019-07-15,00:06,N,nominal,1.0NRT,297.6,8.1,D
64.06571,168.26907,344.4,0.57,0.43,2019-07-15,00:06,N,nominal,1.0NRT,294.9,8.1,D
64.06037,168.2487,328.4,0.57,0.43,2019-07-15,00:06,N,nominal,1.0NRT,297.3,4.6,D
64.07713,168.29478,336.2,0.57,0.43,2019-07-15,00:06,N,nominal,1.0NRT,296,8,D
64.07449,168.2847,345.5,0.57,0.43,2019-07-15,00:06,N,nominal,1.0NRT,294.9,8,D
64.07184,168.27452,339.1,0.57,0.43,2019-07-15,00:06,N,nominal,1.0NRT,294.8,5.1,D
64.06119,168.23387,330.8,0.57,0.43,2019-07-15,00:06,N,nominal,1.0NRT,299.6,6.1,D
64.05576,168.21313,342.2,0.57,0.43,2019-07-15,00:06,N,nominal,1.0NRT,298.9,9.1,D
